Story,Diaphragm,OutputCase,CaseType,StepType,StepNumber,UX,UY,RZ,Point,X,Y,Z
Story9,D1,ED1_DYN_09_YP,Combination,Max,None,0.001449,0.017795,0.00038,1362,19.82,7.0331,24.2
Story9,D1,ED1_DYN_09_YP,Combination,Min,None,-0.001453,-0.019003,-0.000332,1362,19.82,7.0331,24.2
Story9,D1,ED1_DYN_09_YN,Combination,Max,None,0.001449,0.017795,0.00038,1362,19.82,7.0331,24.2
Story9,D1,ED1_DYN_09_YN,Combination,Min,None,-0.001453,-0.019003,-0.000332,1362,19.82,7.0331,24.2
Story8,D1,Dead,LinStatic,None,None,1E-06,-0.000439,1.7E-05,1363,19.82,7.0331,21.6
Story8,D1,Live,LinStatic,None,None,0,0,0,1363,19.82,7.0331,21.6
Story8,D1,MODAL,LinModEigen,Mode,1,4E-06,1.883E-07,2.788E-07,1363,19.82,7.0331,21.6
Story8,D1,MODAL,LinModEigen,Mode,2,2.058E-07,5E-06,-4.038E-08,1363,19.82,7.0331,21.6
Story8,D1,MODAL,LinModEigen,Mode,3,-4E-06,1E-06,3.006E-07,1363,19.82,7.0331,21.6
Story8,D1,MODAL,LinModEigen,Mode,4,-1.3E-05,-2.995E-07,-3.179E-07,1363,19.82,7.0331,21.6
Story8,D1,MODAL,LinModEigen,Mode,5,2.294E-07,-1.3E-05,2.552E-08,1363,19.82,7.0331,21.6
Story8,D1,MODAL,LinModEigen,Mode,6,4E-06,-2.142E-07,-1E-06,1363,19.82,7.0331,21.6
Story8,D1,MODAL,LinModEigen,Mode,7,8E-06,9.152E-08,1.612E-07,1363,19.82,7.0331,21.6
Story8,D1,MODAL,LinModEigen,Mode,8,-2.695E-08,8E-06,-1.011E-08,1363,19.82,7.0331,21.6
Story8,D1,MODAL,LinModEigen,Mode,9,2E-06,-1.459E-07,-1E-06,1363,19.82,7.0331,21.6
Story8,D1,MODAL,LinModEigen,Mode,10,9E-06,4.419E-09,1.562E-07,1363,19.82,7.0331,21.6
Story8,D1,MODAL,LinModEigen,Mode,11,2.87E-08,9E-06,-2.682E-08,1363,19.82,7.0331,21.6
Story8,D1,MODAL,LinModEigen,Mode,12,-2E-06,2.57E-07,1E-06,1363,19.82,7.0331,21.6
Story8,D1,PP,LinStatic,None,None,1E-06,-0.000439,1.7E-05,1363,19.82,7.0331,21.6
Story8,D1,TERP,LinStatic,None,None,-3E-06,-9.7E-05,4E-06,1363,19.82,7.0331,21.6
Story8,D1,TERT,LinStatic,None,None,8.546E-08,-5E-06,1.713E-07,1363,19.82,7.0331,21.6
Story8,D1,SCP,LinStatic,None,None,-6E-06,-0.000173,7E-06,1363,19.82,7.0331,21.6
Story8,D1,SCT,LinStatic,None,None,8.546E-08,-5E-06,1.713E-07,1363,19.82,7.0331,21.6
Story8,D1,SEx,LinRespSpec,Max,None,0.011106,0.000726,0.000509,1363,19.82,7.0331,21.6
Story8,D1,SEy,LinRespSpec,Max,None,0.000866,0.010917,0.000211,1363,19.82,7.0331,21.6
Story8,D1,SEx_b2,LinRespSpec,Max,None,0.011046,0.00072,0.000454,1363,19.82,7.0331,21.6
Story8,D1,SEy_b2,LinRespSpec,Max,None,0.000701,0.010901,5.6E-05,1363,19.82,7.0331,21.6
Story8,D1,TorX+,LinStatic,None,None,0,0,0,1363,19.82,7.0331,21.6
Story8,D1,TorX-,LinStatic,None,None,0,0,0,1363,19.82,7.0331,21.6
Story8,D1,TorY+,LinStatic,None,None,0,0,0,1363,19.82,7.0331,21.6
Story8,D1,TorY-,LinStatic,None,None,0,0,0,1363,19.82,7.0331,21.6
Story8,D1,ED1_C1_1.4CP,Combination,None,None,-3E-06,-0.000758,3E-05,1363,19.82,7.0331,21.6
Story8,D1,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,-1.2E-05,-0.000929,3.8E-05,1363,19.82,7.0331,21.6
Story8,D1,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,-8E-06,-0.00083,3.3E-05,1363,19.82,7.0331,21.6
Story8,D1,ED1_DYN_XP,Combination,Max,None,0.01554,0.000193,0.000746,1363,19.82,7.0331,21.6
Story8,D1,ED1_DYN_XP,Combination,Min,None,-0.015556,-0.001838,-0.00068,1363,19.82,7.0331,21.6
Story8,D1,ED1_DYN_XN,Combination,Max,None,0.01554,0.000193,0.000746,1363,19.82,7.0331,21.6
Story8,D1,ED1_DYN_XN,Combination,Min,None,-0.015556,-0.001838,-0.00068,1363,19.82,7.0331,21.6
Story8,D1,ED1_DYN_YP,Combination,Max,None,0.001204,0.014461,0.000328,1363,19.82,7.0331,21.6
Story8,D1,ED1_DYN_YP,Combination,Min,None,-0.001221,-0.016106,-0.000262,1363,19.82,7.0331,21.6
Story8,D1,ED1_DYN_YN,Combination,Max,None,0.001204,0.014461,0.000328,1363,19.82,7.0331,21.6
Story8,D1,ED1_DYN_YN,Combination,Min,None,-0.001221,-0.016106,-0.000262,1363,19.82,7.0331,21.6
Story8,D1,ED1_DYN_09_XP,Combination,Max,None,0.015546,0.000529,0.000732,1363,19.82,7.0331,21.6
Story8,D1,ED1_DYN_09_XP,Combination,Min,None,-0.01555,-0.001503,-0.000693,1363,19.82,7.0331,21.6
Story8,D1,ED1_DYN_09_XN,Combination,Max,None,0.015546,0.000529,0.000732,1363,19.82,7.0331,21.6
Story8,D1,ED1_DYN_09_XN,Combination,Min,None,-0.01555,-0.001503,-0.000693,1363,19.82,7.0331,21.6
Story8,D1,ED1_DYN_09_YP,Combination,Max,None,0.001211,0.014796,0.000314,1363,19.82,7.0331,21.6
Story8,D1,ED1_DYN_09_YP,Combination,Min,None,-0.001215,-0.01577,-0.000276,1363,19.82,7.0331,21.6
Story8,D1,ED1_DYN_09_YN,Combination,Max,None,0.001211,0.014796,0.000314,1363,19.82,7.0331,21.6
Story8,D1,ED1_DYN_09_YN,Combination,Min,None,-0.001215,-0.01577,-0.000276,1363,19.82,7.0331,21.6
Story7,D1,Dead,LinStatic,None,None,2.34E-07,-0.000344,1.3E-05,1364,19.82,7.0331,19
Story7,D1,Live,LinStatic,None,None,0,0,0,1364,19.82,7.0331,19
Story7,D1,MODAL,LinModEigen,Mode,1,3E-06,1.519E-07,2.246E-07,1364,19.82,7.0331,19
Story7,D1,MODAL,LinModEigen,Mode,2,1.665E-07,4E-06,-3.242E-08,1364,19.82,7.0331,19
Story7,D1,MODAL,LinModEigen,Mode,3,-3E-06,4.122E-07,2.419E-07,1364,19.82,7.0331,19
Story7,D1,MODAL,LinModEigen,Mode,4,-1.2E-05,-2.763E-07,-2.955E-07,1364,19.82,7.0331,19
Story7,D1,MODAL,LinModEigen,Mode,5,2.179E-07,-1.2E-05,2.394E-08,1364,19.82,7.0331,19
Story7,D1,MODAL,LinModEigen,Mode,6,4E-06,-1.977E-07,-1E-06,1364,19.82,7.0331,19
Story7,D1,MODAL,LinModEigen,Mode,7,1.1E-05,1.213E-07,2.323E-07,1364,19.82,7.0331,19
Story7,D1,MODAL,LinModEigen,Mode,8,-5.165E-08,1.2E-05,-1.614E-08,1364,19.82,7.0331,19
Story7,D1,MODAL,LinModEigen,Mode,9,3E-06,-1.975E-07,-1E-06,1364,19.82,7.0331,19
Story7,D1,MODAL,LinModEigen,Mode,10,3E-06,-1.706E-08,3.89E-08,1364,19.82,7.0331,19
Story7,D1,MODAL,LinModEigen,Mode,11,-1.986E-09,3E-06,-1.059E-08,1364,19.82,7.0331,19
Story7,D1,MODAL,LinModEigen,Mode,12,-1E-06,4.551E-08,2.109E-07,1364,19.82,7.0331,19
Story7,D1,PP,LinStatic,None,None,2.34E-07,-0.000344,1.3E-05,1364,19.82,7.0331,19
Story7,D1,TERP,LinStatic,None,None,-3E-06,-7.6E-05,3E-06,1364,19.82,7.0331,19
Story7,D1,TERT,LinStatic,None,None,7.043E-08,-4E-06,1.325E-07,1364,19.82,7.0331,19
Story7,D1,SCP,LinStatic,None,None,-5E-06,-0.000135,6E-06,1364,19.82,7.0331,19
Story7,D1,SCT,LinStatic,None,None,7.043E-08,-4E-06,1.325E-07,1364,19.82,7.0331,19
Story7,D1,SEx,LinRespSpec,Max,None,0.00907,0.000586,0.00041,1364,19.82,7.0331,19
Story7,D1,SEy,LinRespSpec,Max,None,0.000704,0.008819,0.00017,1364,19.82,7.0331,19
Story7,D1,SEx_b2,LinRespSpec,Max,None,0.009022,0.000581,0.000366,1364,19.82,7.0331,19
Story7,D1,SEy_b2,LinRespSpec,Max,None,0.000569,0.008807,4.5E-05,1364,19.82,7.0331,19
Story7,D1,TorX+,LinStatic,None,None,0,0,0,1364,19.82,7.0331,19
Story7,D1,TorX-,LinStatic,None,None,0,0,0,1364,19.82,7.0331,19
Story7,D1,TorY+,LinStatic,None,None,0,0,0,1364,19.82,7.0331,19
Story7,D1,TorY-,LinStatic,None,None,0,0,0,1364,19.82,7.0331,19
Story7,D1,ED1_C1_1.4CP,Combination,None,None,-3E-06,-0.000592,2.4E-05,1364,19.82,7.0331,19
Story7,D1,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,-1E-05,-0.000726,3E-05,1364,19.82,7.0331,19
Story7,D1,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,-7E-06,-0.000649,2.6E-05,1364,19.82,7.0331,19
Story7,D1,ED1_DYN_XP,Combination,Max,None,0.012691,0.000178,0.000601,1364,19.82,7.0331,19
Story7,D1,ED1_DYN_XP,Combination,Min,None,-0.012706,-0.001463,-0.000549,1364,19.82,7.0331,19
Story7,D1,ED1_DYN_XN,Combination,Max,None,0.012691,0.000178,0.000601,1364,19.82,7.0331,19
Story7,D1,ED1_DYN_XN,Combination,Min,None,-0.012706,-0.001463,-0.000549,1364,19.82,7.0331,19
Story7,D1,ED1_DYN_YP,Combination,Max,None,0.000978,0.011704,0.000264,1364,19.82,7.0331,19
Story7,D1,ED1_DYN_YP,Combination,Min,None,-0.000993,-0.01299,-0.000212,1364,19.82,7.0331,19
Story7,D1,ED1_DYN_YN,Combination,Max,None,0.000978,0.011704,0.000264,1364,19.82,7.0331,19
Story7,D1,ED1_DYN_YN,Combination,Min,None,-0.000993,-0.01299,-0.000212,1364,19.82,7.0331,19
Story7,D1,ED1_DYN_09_XP,Combination,Max,None,0.012696,0.000439,0.00059,1364,19.82,7.0331,19
Story7,D1,ED1_DYN_09_XP,Combination,Min,None,-0.0127,-0.001201,-0.000559,1364,19.82,7.0331,19
Story7,D1,ED1_DYN_09_XN,Combination,Max,None,0.012696,0.000439,0.00059,1364,19.82,7.0331,19
Story7,D1,ED1_DYN_09_XN,Combination,Min,None,-0.0127,-0.001201,-0.000559,1364,19.82,7.0331,19
Story7,D1,ED1_DYN_09_YP,Combination,Max,None,0.000983,0.011966,0.000253,1364,19.82,7.0331,19
Story7,D1,ED1_DYN_09_YP,Combination,Min,None,-0.000987,-0.012728,-0.000223,1364,19.82,7.0331,19
Story7,D1,ED1_DYN_09_YN,Combination,Max,None,0.000983,0.011966,0.000253,1364,19.82,7.0331,19
Story7,D1,ED1_DYN_09_YN,Combination,Min,None,-0.000987,-0.012728,-0.000223,1364,19.82,7.0331,19
Story6,D1,Dead,LinStatic,None,None,-4.2E-08,-0.000258,1E-05,1365,19.82,7.0331,16.4
Story6,D1,Live,LinStatic,None,None,0,0,0,1365,19.82,7.0331,16.4
Story6,D1,MODAL,LinModEigen,Mode,1,2E-06,1.181E-07,1.745E-07,1365,19.82,7.0331,16.4
Story6,D1,MODAL,LinModEigen,Mode,2,1.298E-07,3E-06,-2.509E-08,1365,19.82,7.0331,16.4
Story6,D1,MODAL,LinModEigen,Mode,3,-2E-06,3.214E-07,1.877E-07,1365,19.82,7.0331,16.4
Story6,D1,MODAL,LinModEigen,Mode,4,-1.1E-05,-2.417E-07,-2.607E-07,1365,19.82,7.0331,16.4
Story6,D1,MODAL,LinModEigen,Mode,5,1.963E-07,-1.1E-05,2.14E-08,1365,19.82,7.0331,16.4
Story6,D1,MODAL,LinModEigen,Mode,6,3E-06,-1.723E-07,-1E-06,1365,19.82,7.0331,16.4
Story6,D1,MODAL,LinModEigen,Mode,7,1.3E-05,1.36E-07,2.74E-07,1365,19.82,7.0331,16.4
Story6,D1,MODAL,LinModEigen,Mode,8,-6.986E-08,1.4E-05,-2.022E-08,1365,19.82,7.0331,16.4
Story6,D1,MODAL,LinModEigen,Mode,9,3E-06,-2.225E-07,-1E-06,1365,19.82,7.0331,16.4
Story6,D1,MODAL,LinModEigen,Mode,10,-4E-06,-3.56E-08,-9.155E-08,1365,19.82,7.0331,16.4
Story6,D1,MODAL,LinModEigen,Mode,11,-3.147E-08,-4E-06,8.667E-09,1365,19.82,7.0331,16.4
Story6,D1,MODAL,LinModEigen,Mode,12,1E-06,-1.812E-07,-3.804E-07,1365,19.82,7.0331,16.4
Story6,D1,PP,LinStatic,None,None,-4.2E-08,-0.000258,1E-05,1365,19.82,7.0331,16.4
Story6,D1,TERP,LinStatic,None,None,-2E-06,-5.7E-05,2E-06,1365,19.82,7.0331,16.4
Story6,D1,TERT,LinStatic,None,None,5.525E-08,-3E-06,9.871E-08,1365,19.82,7.0331,16.4
Story6,D1,SCP,LinStatic,None,None,-4E-06,-0.000101,4E-06,1365,19.82,7.0331,16.4
Story6,D1,SCT,LinStatic,None,None,5.525E-08,-3E-06,9.871E-08,1365,19.82,7.0331,16.4
Story6,D1,SEx,LinRespSpec,Max,None,0.007149,0.000456,0.000319,1365,19.82,7.0331,16.4
Story6,D1,SEy,LinRespSpec,Max,None,0.000552,0.006874,0.000132,1365,19.82,7.0331,16.4
Story6,D1,SEx_b2,LinRespSpec,Max,None,0.007112,0.000453,0.000284,1365,19.82,7.0331,16.4
Story6,D1,SEy_b2,LinRespSpec,Max,None,0.000446,0.006865,3.5E-05,1365,19.82,7.0331,16.4
Story6,D1,TorX+,LinStatic,None,None,0,0,0,1365,19.82,7.0331,16.4
Story6,D1,TorX-,LinStatic,None,None,0,0,0,1365,19.82,7.0331,16.4
Story6,D1,TorY+,LinStatic,None,None,0,0,0,1365,19.82,7.0331,16.4
Story6,D1,TorY-,LinStatic,None,None,0,0,0,1365,19.82,7.0331,16.4
Story6,D1,ED1_C1_1.4CP,Combination,None,None,-3E-06,-0.000445,1.8E-05,1365,19.82,7.0331,16.4
Story6,D1,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,-8E-06,-0.000545,2.2E-05,1365,19.82,7.0331,16.4
Story6,D1,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,-6E-06,-0.000487,2E-05,1365,19.82,7.0331,16.4
Story6,D1,ED1_DYN_XP,Combination,Max,None,0.010003,0.000156,0.000467,1365,19.82,7.0331,16.4
Story6,D1,ED1_DYN_XP,Combination,Min,None,-0.010015,-0.001121,-0.000427,1365,19.82,7.0331,16.4
Story6,D1,ED1_DYN_XN,Combination,Max,None,0.010003,0.000156,0.000467,1365,19.82,7.0331,16.4
Story6,D1,ED1_DYN_XN,Combination,Min,None,-0.010015,-0.001121,-0.000427,1365,19.82,7.0331,16.4
Story6,D1,ED1_DYN_YP,Combination,Max,None,0.000766,0.009141,0.000204,1365,19.82,7.0331,16.4
Story6,D1,ED1_DYN_YP,Combination,Min,None,-0.000778,-0.010107,-0.000165,1365,19.82,7.0331,16.4
Story6,D1,ED1_DYN_YN,Combination,Max,None,0.000766,0.009141,0.000204,1365,19.82,7.0331,16.4
Story6,D1,ED1_DYN_YN,Combination,Min,None,-0.000778,-0.010107,-0.000165,1365,19.82,7.0331,16.4
Story6,D1,ED1_DYN_09_XP,Combination,Max,None,0.010007,0.000353,0.000458,1365,19.82,7.0331,16.4
Story6,D1,ED1_DYN_09_XP,Combination,Min,None,-0.010011,-0.000925,-0.000435,1365,19.82,7.0331,16.4
Story6,D1,ED1_DYN_09_XN,Combination,Max,None,0.010007,0.000353,0.000458,1365,19.82,7.0331,16.4
Story6,D1,ED1_DYN_09_XN,Combination,Min,None,-0.010011,-0.000925,-0.000435,1365,19.82,7.0331,16.4
Story6,D1,ED1_DYN_09_YP,Combination,Max,None,0.00077,0.009338,0.000196,1365,19.82,7.0331,16.4
Story6,D1,ED1_DYN_09_YP,Combination,Min,None,-0.000774,-0.00991,-0.000173,1365,19.82,7.0331,16.4
Story6,D1,ED1_DYN_09_YN,Combination,Max,None,0.00077,0.009338,0.000196,1365,19.82,7.0331,16.4
Story6,D1,ED1_DYN_09_YN,Combination,Min,None,-0.000774,-0.00991,-0.000173,1365,19.82,7.0331,16.4
Story5,D1,Dead,LinStatic,None,None,-1.805E-07,-0.000184,7E-06,1366,19.82,7.0331,13.8
Story5,D1,Live,LinStatic,None,None,0,0,0,1366,19.82,7.0331,13.8
Story5,D1,MODAL,LinModEigen,Mode,1,2E-06,8.733E-08,1.29E-07,1366,19.82,7.0331,13.8
Story5,D1,MODAL,LinModEigen,Mode,2,9.644E-08,2E-06,-1.85E-08,1366,19.82,7.0331,13.8
Story5,D1,MODAL,LinModEigen,Mode,3,-2E-06,2.389E-07,1.386E-07,1366,19.82,7.0331,13.8
Story5,D1,MODAL,LinModEigen,Mode,4,-9E-06,-1.987E-07,-2.164E-07,1366,19.82,7.0331,13.8
Story5,D1,MODAL,LinModEigen,Mode,5,1.666E-07,-9E-06,1.809E-08,1366,19.82,7.0331,13.8
Story5,D1,MODAL,LinModEigen,Mode,6,3E-06,-1.403E-07,-1E-06,1366,19.82,7.0331,13.8
Story5,D1,MODAL,LinModEigen,Mode,7,1.4E-05,1.343E-07,2.816E-07,1366,19.82,7.0331,13.8
Story5,D1,MODAL,LinModEigen,Mode,8,-7.893E-08,1.4E-05,-2.183E-08,1366,19.82,7.0331,13.8
Story5,D1,MODAL,LinModEigen,Mode,9,3E-06,-2.188E-07,-1E-06,1366,19.82,7.0331,13.8
Story5,D1,MODAL,LinModEigen,Mode,10,-1E-05,-4.651E-08,-2.007E-07,1366,19.82,7.0331,13.8
Story5,D1,MODAL,LinModEigen,Mode,11,-5.228E-08,-1E-05,2.588E-08,1366,19.82,7.0331,13.8
Story5,D1,MODAL,LinModEigen,Mode,12,2E-06,-3.628E-07,-1E-06,1366,19.82,7.0331,13.8
Story5,D1,PP,LinStatic,None,None,-1.805E-07,-0.000184,7E-06,1366,19.82,7.0331,13.8
Story5,D1,TERP,LinStatic,None,None,-2E-06,-4E-05,2E-06,1366,19.82,7.0331,13.8
Story5,D1,TERT,LinStatic,None,None,4.078E-08,-2E-06,6.988E-08,1366,19.82,7.0331,13.8
Story5,D1,SCP,LinStatic,None,None,-3E-06,-7.2E-05,3E-06,1366,19.82,7.0331,13.8
Story5,D1,SCT,LinStatic,None,None,4.078E-08,-2E-06,6.988E-08,1366,19.82,7.0331,13.8
Story5,D1,SEx,LinRespSpec,Max,None,0.005374,0.000338,0.000237,1366,19.82,7.0331,13.8
Story5,D1,SEy,LinRespSpec,Max,None,0.000412,0.005108,9.8E-05,1366,19.82,7.0331,13.8
Story5,D1,SEx_b2,LinRespSpec,Max,None,0.005346,0.000336,0.000211,1366,19.82,7.0331,13.8
Story5,D1,SEy_b2,LinRespSpec,Max,None,0.000333,0.005101,2.6E-05,1366,19.82,7.0331,13.8
Story5,D1,TorX+,LinStatic,None,None,0,0,0,1366,19.82,7.0331,13.8
Story5,D1,TorX-,LinStatic,None,None,0,0,0,1366,19.82,7.0331,13.8
Story5,D1,TorY+,LinStatic,None,None,0,0,0,1366,19.82,7.0331,13.8
Story5,D1,TorY-,LinStatic,None,None,0,0,0,1366,19.82,7.0331,13.8
Story5,D1,ED1_C1_1.4CP,Combination,None,None,-2E-06,-0.000317,1.3E-05,1366,19.82,7.0331,13.8
Story5,D1,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,-6E-06,-0.000388,1.6E-05,1366,19.82,7.0331,13.8
Story5,D1,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,-5E-06,-0.000347,1.4E-05,1366,19.82,7.0331,13.8
Story5,D1,ED1_DYN_XP,Combination,Max,None,0.007519,0.00013,0.000345,1366,19.82,7.0331,13.8
Story5,D1,ED1_DYN_XP,Combination,Min,None,-0.007529,-0.000817,-0.000317,1366,19.82,7.0331,13.8
Story5,D1,ED1_DYN_XN,Combination,Max,None,0.007519,0.00013,0.000345,1366,19.82,7.0331,13.8
Story5,D1,ED1_DYN_XN,Combination,Min,None,-0.007529,-0.000817,-0.000317,1366,19.82,7.0331,13.8
Story5,D1,ED1_DYN_YP,Combination,Max,None,0.000572,0.006807,0.000151,1366,19.82,7.0331,13.8
Story5,D1,ED1_DYN_YP,Combination,Min,None,-0.000581,-0.007494,-0.000123,1366,19.82,7.0331,13.8
Story5,D1,ED1_DYN_YN,Combination,Max,None,0.000572,0.006807,0.000151,1366,19.82,7.0331,13.8
Story5,D1,ED1_DYN_YN,Combination,Min,None,-0.000581,-0.007494,-0.000123,1366,19.82,7.0331,13.8
Story5,D1,ED1_DYN_09_XP,Combination,Max,None,0.007522,0.00027,0.000339,1366,19.82,7.0331,13.8
Story5,D1,ED1_DYN_09_XP,Combination,Min,None,-0.007525,-0.000678,-0.000323,1366,19.82,7.0331,13.8
Story5,D1,ED1_DYN_09_XN,Combination,Max,None,0.007522,0.00027,0.000339,1366,19.82,7.0331,13.8
Story5,D1,ED1_DYN_09_XN,Combination,Min,None,-0.007525,-0.000678,-0.000323,1366,19.82,7.0331,13.8
Story5,D1,ED1_DYN_09_YP,Combination,Max,None,0.000575,0.006947,0.000145,1366,19.82,7.0331,13.8
