Story,Diaphragm,OutputCase,CaseType,StepType,StepNumber,UX,UY,RZ,Point,X,Y,Z
Story5,D1,ED1_DYN_09_YP,Combination,Min,None,-0.000578,-0.007355,-0.000128,1366,19.82,7.0331,13.8
Story5,D1,ED1_DYN_09_YN,Combination,Max,None,0.000575,0.006947,0.000145,1366,19.82,7.0331,13.8
Story5,D1,ED1_DYN_09_YN,Combination,Min,None,-0.000578,-0.007355,-0.000128,1366,19.82,7.0331,13.8
Story4,D1,Dead,LinStatic,None,None,-2.105E-07,-0.000122,5E-06,1367,19.82,7.0331,11.2
Story4,D1,Live,LinStatic,None,None,0,0,0,1367,19.82,7.0331,11.2
Story4,D1,MODAL,LinModEigen,Mode,1,1E-06,6.024E-08,8.912E-08,1367,19.82,7.0331,11.2
Story4,D1,MODAL,LinModEigen,Mode,2,6.691E-08,2E-06,-1.275E-08,1367,19.82,7.0331,11.2
Story4,D1,MODAL,LinModEigen,Mode,3,-1E-06,1.658E-07,9.565E-08,1367,19.82,7.0331,11.2
Story4,D1,MODAL,LinModEigen,Mode,4,-7E-06,-1.509E-07,-1.663E-07,1367,19.82,7.0331,11.2
Story4,D1,MODAL,LinModEigen,Mode,5,1.312E-07,-7E-06,1.426E-08,1367,19.82,7.0331,11.2
Story4,D1,MODAL,LinModEigen,Mode,6,2E-06,-1.047E-07,-1E-06,1367,19.82,7.0331,11.2
Story4,D1,MODAL,LinModEigen,Mode,7,1.3E-05,1.172E-07,2.554E-07,1367,19.82,7.0331,11.2
Story4,D1,MODAL,LinModEigen,Mode,8,-7.762E-08,1.3E-05,-2.081E-08,1367,19.82,7.0331,11.2
Story4,D1,MODAL,LinModEigen,Mode,9,3E-06,-1.887E-07,-1E-06,1367,19.82,7.0331,11.2
Story4,D1,MODAL,LinModEigen,Mode,10,-1.4E-05,-4.722E-08,-2.604E-07,1367,19.82,7.0331,11.2
Story4,D1,MODAL,LinModEigen,Mode,11,-5.985E-08,-1.4E-05,3.658E-08,1367,19.82,7.0331,11.2
Story4,D1,MODAL,LinModEigen,Mode,12,3E-06,-4.531E-07,-1E-06,1367,19.82,7.0331,11.2
Story4,D1,PP,LinStatic,None,None,-2.105E-07,-0.000122,5E-06,1367,19.82,7.0331,11.2
Story4,D1,TERP,LinStatic,None,None,-1E-06,-2.6E-05,1E-06,1367,19.82,7.0331,11.2
Story4,D1,TERT,LinStatic,None,None,2.777E-08,-1E-06,4.602E-08,1367,19.82,7.0331,11.2
Story4,D1,SCP,LinStatic,None,None,-2E-06,-4.7E-05,2E-06,1367,19.82,7.0331,11.2
Story4,D1,SCT,LinStatic,None,None,2.777E-08,-1E-06,4.602E-08,1367,19.82,7.0331,11.2
Story4,D1,SEx,LinRespSpec,Max,None,0.003779,0.000234,0.000164,1367,19.82,7.0331,11.2
Story4,D1,SEy,LinRespSpec,Max,None,0.000288,0.003548,6.8E-05,1367,19.82,7.0331,11.2
Story4,D1,SEx_b2,LinRespSpec,Max,None,0.00376,0.000233,0.000146,1367,19.82,7.0331,11.2
Story4,D1,SEy_b2,LinRespSpec,Max,None,0.000233,0.003543,1.8E-05,1367,19.82,7.0331,11.2
Story4,D1,TorX+,LinStatic,None,None,0,0,0,1367,19.82,7.0331,11.2
Story4,D1,TorX-,LinStatic,None,None,0,0,0,1367,19.82,7.0331,11.2
Story4,D1,TorY+,LinStatic,None,None,0,0,0,1367,19.82,7.0331,11.2
Story4,D1,TorY-,LinStatic,None,None,0,0,0,1367,19.82,7.0331,11.2
Story4,D1,ED1_C1_1.4CP,Combination,None,None,-2E-06,-0.00021,9E-06,1367,19.82,7.0331,11.2
Story4,D1,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,-4E-06,-0.000256,1.1E-05,1367,19.82,7.0331,11.2
Story4,D1,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,-3E-06,-0.000229,1E-05,1367,19.82,7.0331,11.2
Story4,D1,ED1_DYN_XP,Combination,Max,None,0.005288,0.000101,0.000239,1367,19.82,7.0331,11.2
Story4,D1,ED1_DYN_XP,Combination,Min,None,-0.005294,-0.000555,-0.00022,1367,19.82,7.0331,11.2
Story4,D1,ED1_DYN_XN,Combination,Max,None,0.005288,0.000101,0.000239,1367,19.82,7.0331,11.2
Story4,D1,ED1_DYN_XN,Combination,Min,None,-0.005294,-0.000555,-0.00022,1367,19.82,7.0331,11.2
Story4,D1,ED1_DYN_YP,Combination,Max,None,0.000399,0.00474,0.000104,1367,19.82,7.0331,11.2
Story4,D1,ED1_DYN_YP,Combination,Min,None,-0.000406,-0.005194,-8.5E-05,1367,19.82,7.0331,11.2
Story4,D1,ED1_DYN_YN,Combination,Max,None,0.000399,0.00474,0.000104,1367,19.82,7.0331,11.2
Story4,D1,ED1_DYN_YN,Combination,Min,None,-0.000406,-0.005194,-8.5E-05,1367,19.82,7.0331,11.2
Story4,D1,ED1_DYN_09_XP,Combination,Max,None,0.00529,0.000193,0.000235,1367,19.82,7.0331,11.2
Story4,D1,ED1_DYN_09_XP,Combination,Min,None,-0.005292,-0.000463,-0.000224,1367,19.82,7.0331,11.2
Story4,D1,ED1_DYN_09_XN,Combination,Max,None,0.00529,0.000193,0.000235,1367,19.82,7.0331,11.2
Story4,D1,ED1_DYN_09_XN,Combination,Min,None,-0.005292,-0.000463,-0.000224,1367,19.82,7.0331,11.2
Story4,D1,ED1_DYN_09_YP,Combination,Max,None,0.000401,0.004832,0.0001,1367,19.82,7.0331,11.2
Story4,D1,ED1_DYN_09_YP,Combination,Min,None,-0.000404,-0.005102,-8.9E-05,1367,19.82,7.0331,11.2
Story4,D1,ED1_DYN_09_YN,Combination,Max,None,0.000401,0.004832,0.0001,1367,19.82,7.0331,11.2
Story4,D1,ED1_DYN_09_YN,Combination,Min,None,-0.000404,-0.005102,-8.9E-05,1367,19.82,7.0331,11.2
Story3,D1,Dead,LinStatic,None,None,-1.684E-07,-7.2E-05,3E-06,1368,19.82,7.0331,8.6
Story3,D1,Live,LinStatic,None,None,0,0,0,1368,19.82,7.0331,8.6
Story3,D1,MODAL,LinModEigen,Mode,1,1E-06,3.737E-08,5.547E-08,1368,19.82,7.0331,8.6
Story3,D1,MODAL,LinModEigen,Mode,2,4.188E-08,1E-06,-7.924E-09,1368,19.82,7.0331,8.6
Story3,D1,MODAL,LinModEigen,Mode,3,-1E-06,1.038E-07,5.948E-08,1368,19.82,7.0331,8.6
Story3,D1,MODAL,LinModEigen,Mode,4,-5E-06,-1.026E-07,-1.148E-07,1368,19.82,7.0331,8.6
Story3,D1,MODAL,LinModEigen,Mode,5,9.331E-08,-5E-06,1.02E-08,1368,19.82,7.0331,8.6
Story3,D1,MODAL,LinModEigen,Mode,6,1E-06,-6.906E-08,-3.954E-07,1368,19.82,7.0331,8.6
Story3,D1,MODAL,LinModEigen,Mode,7,1E-05,8.848E-08,2.015E-07,1368,19.82,7.0331,8.6
Story3,D1,MODAL,LinModEigen,Mode,8,-6.633E-08,1.1E-05,-1.738E-08,1368,19.82,7.0331,8.6
Story3,D1,MODAL,LinModEigen,Mode,9,2E-06,-1.396E-07,-1E-06,1368,19.82,7.0331,8.6
Story3,D1,MODAL,LinModEigen,Mode,10,-1.4E-05,-3.823E-08,-2.568E-07,1368,19.82,7.0331,8.6
Story3,D1,MODAL,LinModEigen,Mode,11,-5.376E-08,-1.4E-05,3.814E-08,1368,19.82,7.0331,8.6
Story3,D1,MODAL,LinModEigen,Mode,12,3E-06,-4.334E-07,-1E-06,1368,19.82,7.0331,8.6
Story3,D1,PP,LinStatic,None,None,-1.684E-07,-7.2E-05,3E-06,1368,19.82,7.0331,8.6
Story3,D1,TERP,LinStatic,None,None,-1E-06,-1.5E-05,1E-06,1368,19.82,7.0331,8.6
Story3,D1,TERT,LinStatic,None,None,1.679E-08,-1E-06,2.713E-08,1368,19.82,7.0331,8.6
Story3,D1,SCP,LinStatic,None,None,-1E-06,-2.8E-05,1E-06,1368,19.82,7.0331,8.6
Story3,D1,SCT,LinStatic,None,None,1.679E-08,-1E-06,2.713E-08,1368,19.82,7.0331,8.6
Story3,D1,SEx,LinRespSpec,Max,None,0.002403,0.000146,0.000102,1368,19.82,7.0331,8.6
Story3,D1,SEy,LinRespSpec,Max,None,0.000181,0.002225,4.2E-05,1368,19.82,7.0331,8.6
Story3,D1,SEx_b2,LinRespSpec,Max,None,0.002391,0.000145,9.1E-05,1368,19.82,7.0331,8.6
Story3,D1,SEy_b2,LinRespSpec,Max,None,0.000147,0.002222,1.1E-05,1368,19.82,7.0331,8.6
Story3,D1,TorX+,LinStatic,None,None,0,0,0,1368,19.82,7.0331,8.6
Story3,D1,TorX-,LinStatic,None,None,0,0,0,1368,19.82,7.0331,8.6
Story3,D1,TorY+,LinStatic,None,None,0,0,0,1368,19.82,7.0331,8.6
Story3,D1,TorY-,LinStatic,None,None,0,0,0,1368,19.82,7.0331,8.6
Story3,D1,ED1_C1_1.4CP,Combination,None,None,-1E-06,-0.000124,5E-06,1368,19.82,7.0331,8.6
Story3,D1,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,-3E-06,-0.000151,7E-06,1368,19.82,7.0331,8.6
Story3,D1,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,-2E-06,-0.000135,6E-06,1368,19.82,7.0331,8.6
Story3,D1,ED1_DYN_XP,Combination,Max,None,0.003363,7.1E-05,0.000149,1368,19.82,7.0331,8.6
Story3,D1,ED1_DYN_XP,Combination,Min,None,-0.003367,-0.000339,-0.000137,1368,19.82,7.0331,8.6
Story3,D1,ED1_DYN_XN,Combination,Max,None,0.003363,7.1E-05,0.000149,1368,19.82,7.0331,8.6
Story3,D1,ED1_DYN_XN,Combination,Min,None,-0.003367,-0.000339,-0.000137,1368,19.82,7.0331,8.6
Story3,D1,ED1_DYN_YP,Combination,Max,None,0.000252,0.002981,6.5E-05,1368,19.82,7.0331,8.6
Story3,D1,ED1_DYN_YP,Combination,Min,None,-0.000256,-0.003249,-5.3E-05,1368,19.82,7.0331,8.6
Story3,D1,ED1_DYN_YN,Combination,Max,None,0.000252,0.002981,6.5E-05,1368,19.82,7.0331,8.6
Story3,D1,ED1_DYN_YN,Combination,Min,None,-0.000256,-0.003249,-5.3E-05,1368,19.82,7.0331,8.6
Story3,D1,ED1_DYN_09_XP,Combination,Max,None,0.003364,0.000125,0.000146,1368,19.82,7.0331,8.6
Story3,D1,ED1_DYN_09_XP,Combination,Min,None,-0.003365,-0.000284,-0.00014,1368,19.82,7.0331,8.6
Story3,D1,ED1_DYN_09_XN,Combination,Max,None,0.003364,0.000125,0.000146,1368,19.82,7.0331,8.6
Story3,D1,ED1_DYN_09_XN,Combination,Min,None,-0.003365,-0.000284,-0.00014,1368,19.82,7.0331,8.6
Story3,D1,ED1_DYN_09_YP,Combination,Max,None,0.000253,0.003035,6.2E-05,1368,19.82,7.0331,8.6
Story3,D1,ED1_DYN_09_YP,Combination,Min,None,-0.000254,-0.003195,-5.6E-05,1368,19.82,7.0331,8.6
Story3,D1,ED1_DYN_09_YN,Combination,Max,None,0.000253,0.003035,6.2E-05,1368,19.82,7.0331,8.6
Story3,D1,ED1_DYN_09_YN,Combination,Min,None,-0.000254,-0.003195,-5.6E-05,1368,19.82,7.0331,8.6
Story2,D1,Dead,LinStatic,None,None,-9.422E-08,-3.5E-05,1E-06,1369,19.82,7.0331,6
Story2,D1,Live,LinStatic,None,None,0,0,0,1369,19.82,7.0331,6
Story2,D1,MODAL,LinModEigen,Mode,1,4.291E-07,1.934E-08,2.891E-08,1369,19.82,7.0331,6
Story2,D1,MODAL,LinModEigen,Mode,2,2.201E-08,1E-06,-4.132E-09,1369,19.82,7.0331,6
Story2,D1,MODAL,LinModEigen,Mode,3,-3.981E-07,5.452E-08,3.099E-08,1369,19.82,7.0331,6
Story2,D1,MODAL,LinModEigen,Mode,4,-3E-06,-5.827E-08,-6.658E-08,1369,19.82,7.0331,6
Story2,D1,MODAL,LinModEigen,Mode,5,5.642E-08,-3E-06,6.243E-09,1369,19.82,7.0331,6
Story2,D1,MODAL,LinModEigen,Mode,6,1E-06,-3.72E-08,-2.307E-07,1369,19.82,7.0331,6
Story2,D1,MODAL,LinModEigen,Mode,7,7E-06,5.439E-08,1.31E-07,1369,19.82,7.0331,6
Story2,D1,MODAL,LinModEigen,Mode,8,-4.721E-08,7E-06,-1.216E-08,1369,19.82,7.0331,6
Story2,D1,MODAL,LinModEigen,Mode,9,2E-06,-8.265E-08,-1E-06,1369,19.82,7.0331,6
Story2,D1,MODAL,LinModEigen,Mode,10,-1.1E-05,-2.327E-08,-1.951E-07,1369,19.82,7.0331,6
Story2,D1,MODAL,LinModEigen,Mode,11,-3.783E-08,-1.1E-05,3.062E-08,1369,19.82,7.0331,6
Story2,D1,MODAL,LinModEigen,Mode,12,3E-06,-3.191E-07,-1E-06,1369,19.82,7.0331,6
Story2,D1,PP,LinStatic,None,None,-9.422E-08,-3.5E-05,1E-06,1369,19.82,7.0331,6
Story2,D1,TERP,LinStatic,None,None,-3.24E-07,-7E-06,3.525E-07,1369,19.82,7.0331,6
Story2,D1,TERT,LinStatic,None,None,8.321E-09,-3.827E-07,1.32E-08,1369,19.82,7.0331,6
Story2,D1,SCP,LinStatic,None,None,-1E-06,-1.3E-05,1E-06,1369,19.82,7.0331,6
Story2,D1,SCT,LinStatic,None,None,8.321E-09,-3.827E-07,1.32E-08,1369,19.82,7.0331,6
Story2,D1,SEx,LinRespSpec,Max,None,0.001289,7.7E-05,5.3E-05,1369,19.82,7.0331,6
Story2,D1,SEy,LinRespSpec,Max,None,9.6E-05,0.001172,2.2E-05,1369,19.82,7.0331,6
Story2,D1,SEx_b2,LinRespSpec,Max,None,0.001282,7.6E-05,4.8E-05,1369,19.82,7.0331,6
Story2,D1,SEy_b2,LinRespSpec,Max,None,7.8E-05,0.001171,6E-06,1369,19.82,7.0331,6
Story2,D1,TorX+,LinStatic,None,None,0,0,0,1369,19.82,7.0331,6
Story2,D1,TorX-,LinStatic,None,None,0,0,0,1369,19.82,7.0331,6
Story2,D1,TorY+,LinStatic,None,None,0,0,0,1369,19.82,7.0331,6
Story2,D1,TorY-,LinStatic,None,None,0,0,0,1369,19.82,7.0331,6
Story2,D1,ED1_C1_1.4CP,Combination,None,None,-1E-06,-6E-05,3E-06,1369,19.82,7.0331,6
Story2,D1,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,-1E-06,-7.3E-05,3E-06,1369,19.82,7.0331,6
Story2,D1,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,-1E-06,-6.5E-05,3E-06,1369,19.82,7.0331,6
Story2,D1,ED1_DYN_XP,Combination,Max,None,0.001803,4.2E-05,7.8E-05,1369,19.82,7.0331,6
Story2,D1,ED1_DYN_XP,Combination,Min,None,-0.001805,-0.000172,-7.2E-05,1369,19.82,7.0331,6
Story2,D1,ED1_DYN_XN,Combination,Max,None,0.001803,4.2E-05,7.8E-05,1369,19.82,7.0331,6
Story2,D1,ED1_DYN_XN,Combination,Min,None,-0.001805,-0.000172,-7.2E-05,1369,19.82,7.0331,6
Story2,D1,ED1_DYN_YP,Combination,Max,None,0.000133,0.001576,3.4E-05,1369,19.82,7.0331,6
Story2,D1,ED1_DYN_YP,Combination,Min,None,-0.000135,-0.001706,-2.8E-05,1369,19.82,7.0331,6
Story2,D1,ED1_DYN_YN,Combination,Max,None,0.000133,0.001576,3.4E-05,1369,19.82,7.0331,6
Story2,D1,ED1_DYN_YN,Combination,Min,None,-0.000135,-0.001706,-2.8E-05,1369,19.82,7.0331,6
Story2,D1,ED1_DYN_09_XP,Combination,Max,None,0.001804,6.9E-05,7.6E-05,1369,19.82,7.0331,6
Story2,D1,ED1_DYN_09_XP,Combination,Min,None,-0.001805,-0.000146,-7.3E-05,1369,19.82,7.0331,6
Story2,D1,ED1_DYN_09_XN,Combination,Max,None,0.001804,6.9E-05,7.6E-05,1369,19.82,7.0331,6
Story2,D1,ED1_DYN_09_XN,Combination,Min,None,-0.001805,-0.000146,-7.3E-05,1369,19.82,7.0331,6
Story2,D1,ED1_DYN_09_YP,Combination,Max,None,0.000134,0.001603,3.3E-05,1369,19.82,7.0331,6
Story2,D1,ED1_DYN_09_YP,Combination,Min,None,-0.000135,-0.00168,-2.9E-05,1369,19.82,7.0331,6
Story2,D1,ED1_DYN_09_YN,Combination,Max,None,0.000134,0.001603,3.3E-05,1369,19.82,7.0331,6
Story2,D1,ED1_DYN_09_YN,Combination,Min,None,-0.000135,-0.00168,-2.9E-05,1369,19.82,7.0331,6
Story1,D1,Dead,LinStatic,None,None,-4.25E-08,-1.1E-05,4.764E-07,1370,19.8236,7.0557,3.4
Story1,D1,Live,LinStatic,None,None,0,0,0,1370,19.8236,7.0557,3.4
Story1,D1,MODAL,LinModEigen,Mode,1,1.581E-07,6.854E-09,1.032E-08,1370,19.8236,7.0557,3.4
Story1,D1,MODAL,LinModEigen,Mode,2,8.063E-09,1.819E-07,-1.483E-09,1370,19.8236,7.0557,3.4
Story1,D1,MODAL,LinModEigen,Mode,3,-1.484E-07,1.976E-08,1.11E-08,1370,19.8236,7.0557,3.4
Story1,D1,MODAL,LinModEigen,Mode,4,-1E-06,-2.315E-08,-2.701E-08,1370,19.8236,7.0557,3.4
Story1,D1,MODAL,LinModEigen,Mode,5,2.442E-08,-1E-06,2.744E-09,1370,19.8236,7.0557,3.4
Story1,D1,MODAL,LinModEigen,Mode,6,3.677E-07,-1.378E-08,-9.518E-08,1370,19.8236,7.0557,3.4
Story1,D1,MODAL,LinModEigen,Mode,7,3E-06,2.321E-08,5.909E-08,1370,19.8236,7.0557,3.4
Story1,D1,MODAL,LinModEigen,Mode,8,-2.369E-08,3E-06,-6.027E-09,1370,19.8236,7.0557,3.4
Story1,D1,MODAL,LinModEigen,Mode,9,1E-06,-3.408E-08,-2.617E-07,1370,19.8236,7.0557,3.4
Story1,D1,MODAL,LinModEigen,Mode,10,-6E-06,-9.537E-09,-9.9E-08,1370,19.8236,7.0557,3.4
Story1,D1,MODAL,LinModEigen,Mode,11,-1.95E-08,-6E-06,1.655E-08,1370,19.8236,7.0557,3.4
Story1,D1,MODAL,LinModEigen,Mode,12,1E-06,-1.61E-07,-4.673E-07,1370,19.8236,7.0557,3.4
Story1,D1,PP,LinStatic,None,None,-4.25E-08,-1.1E-05,4.764E-07,1370,19.8236,7.0557,3.4
Story1,D1,TERP,LinStatic,None,None,-1.082E-07,-2E-06,1.14E-07,1370,19.8236,7.0557,3.4
Story1,D1,TERT,LinStatic,None,None,2.603E-09,-1.228E-07,4.235E-09,1370,19.8236,7.0557,3.4
Story1,D1,SCP,LinStatic,None,None,-1.932E-07,-4E-06,2.036E-07,1370,19.8236,7.0557,3.4
Story1,D1,SCT,LinStatic,None,None,2.603E-09,-1.228E-07,4.235E-09,1370,19.8236,7.0557,3.4
Story1,D1,SEx,LinRespSpec,Max,None,0.000483,2.8E-05,1.9E-05,1370,19.8236,7.0557,3.4
Story1,D1,SEy,LinRespSpec,Max,None,3.5E-05,0.000427,8E-06,1370,19.8236,7.0557,3.4
Story1,D1,SEx_b2,LinRespSpec,Max,None,0.000481,2.7E-05,1.7E-05,1370,19.8236,7.0557,3.4
Story1,D1,SEy_b2,LinRespSpec,Max,None,2.9E-05,0.000426,2E-06,1370,19.8236,7.0557,3.4
Story1,D1,TorX+,LinStatic,None,None,0,0,0,1370,19.8236,7.0557,3.4
Story1,D1,TorX-,LinStatic,None,None,0,0,0,1370,19.8236,7.0557,3.4
Story1,D1,TorY+,LinStatic,None,None,0,0,0,1370,19.8236,7.0557,3.4
Story1,D1,TorY-,LinStatic,None,None,0,0,0,1370,19.8236,7.0557,3.4
Story1,D1,ED1_C1_1.4CP,Combination,None,None,-2.073E-07,-1.9E-05,1E-06,1370,19.8236,7.0557,3.4
Story1,D1,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,-4.855E-07,-2.3E-05,1E-06,1370,19.8236,7.0557,3.4
Story1,D1,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,-3.667E-07,-2.1E-05,1E-06,1370,19.8236,7.0557,3.4
Story1,D1,ED1_DYN_XP,Combination,Max,None,0.000676,1.8E-05,2.8E-05,1370,19.8236,7.0557,3.4
Story1,D1,ED1_DYN_XP,Combination,Min,None,-0.000677,-5.9E-05,-2.6E-05,1370,19.8236,7.0557,3.4
Story1,D1,ED1_DYN_XN,Combination,Max,None,0.000676,1.8E-05,2.8E-05,1370,19.8236,7.0557,3.4
Story1,D1,ED1_DYN_XN,Combination,Min,None,-0.000677,-5.9E-05,-2.6E-05,1370,19.8236,7.0557,3.4
Story1,D1,ED1_DYN_YP,Combination,Max,None,4.9E-05,0.000577,1.2E-05,1370,19.8236,7.0557,3.4
Story1,D1,ED1_DYN_YP,Combination,Min,None,-5E-05,-0.000618,-1E-05,1370,19.8236,7.0557,3.4
Story1,D1,ED1_DYN_YN,Combination,Max,None,4.9E-05,0.000577,1.2E-05,1370,19.8236,7.0557,3.4
Story1,D1,ED1_DYN_YN,Combination,Min,None,-5E-05,-0.000618,-1E-05,1370,19.8236,7.0557,3.4
Story1,D1,ED1_DYN_09_XP,Combination,Max,None,0.000676,2.6E-05,2.7E-05,1370,19.8236,7.0557,3.4
Story1,D1,ED1_DYN_09_XP,Combination,Min,None,-0.000677,-5.1E-05,-2.6E-05,1370,19.8236,7.0557,3.4
Story1,D1,ED1_DYN_09_XN,Combination,Max,None,0.000676,2.6E-05,2.7E-05,1370,19.8236,7.0557,3.4
Story1,D1,ED1_DYN_09_XN,Combination,Min,None,-0.000677,-5.1E-05,-2.6E-05,1370,19.8236,7.0557,3.4
Story1,D1,ED1_DYN_09_YP,Combination,Max,None,4.9E-05,0.000585,1.2E-05,1370,19.8236,7.0557,3.4
Story1,D1,ED1_DYN_09_YP,Combination,Min,None,-4.9E-05,-0.00061,-1.1E-05,1370,19.8236,7.0557,3.4
Story1,D1,ED1_DYN_09_YN,Combination,Max,None,4.9E-05,0.000585,1.2E-05,1370,19.8236,7.0557,3.4
Story1,D1,ED1_DYN_09_YN,Combination,Min,None,-4.9E-05,-0.00061,-1.1E-05,1370,19.8236,7.0557,3.4
